review,rating
"This is my second set. I tried out a cheaper, well reviewed ""Amazon Best Seller"" headphones for a short time and then bought my second set of these headphones. Now I regret it. The first set and second set both have a problem staying in my ear. The wires are heavy enough that they tend to weigh down the headphones, making the headphones easy to pop out of my ears. I've tried fitting the right size buds to tighten the fit.",0.0
Quality build.  Very secure connections to RCA male posts and 3.5 mm male pin.  Worth the money IMO as I don't believe I'll ever have to worry about a hard-to-diagnose bad connection being caused by this adapter.,1.0
The updated version diffidently fixed some of the problems I had with the old version. This is my go to remote  now. Keep up the great work.... Customer for life,1.0
"I use these fans for work on a few case designs that I have. Often times small rackmount case fans are very loud, nearing turbine type of loudness. These keep the air flow at an optimum rate while reducing the sound drastically.",1.0
"One star for its arrival, it was very difficult to code the key, went to locations to have the key coded but was unable to, amazon gave me the manufacturers number and emailed me to go to a car dealership,  quoted be 175.-225. It was to much hassle. So I returned it with no problems.",0.0
"Tried to follow the hints and suggestions in other reviews, but still got a couple of small bubbles.

However, it worked great. No problem using apps. Actually got this because our screen got a crack, and this let us use the Xoom with no issues despite the crack. When our Xoom was dropped and the screen shattered, this kept all of the glass pieces in place (in fact, even after being shattered we can still actually use the Xoom).",1.0
"Unfortunately this item did not hold up. One of the tabs that holds the phone into the case broke off as I was removing the phone. It was not money well spent.

I have purchased another case from Griffin Technologies that has a better holder design. Time will tell if this is a good buy.",0.0
"Just cheap ear buds.  They work, but SkullCandy is much better.  SkullCandy are more comfortable, more durable, and most importantly have a better sound.  I've tried a lot of different value brands and I only buy SkullCandy anymore.",0.0
I have attempted to use this with 3 separate SSD's. It works with one Plextor drive; will not recognize 2 separate Intel drives which tells me it's a firmware issue. Latest firmware installed 1/10/16.,0.0
"Great size, very convenient! Portable, but not too small.

This keyboard has a built in abttery so no need to change the batteries, just plug it in to charge.

Also, has very handy color changing lights, I personally like the white, but if I'm showing off....blue it is......",1.0
Worked for a few hours and then completely stopped working. It's not even worth RMAing. Don't waste your time with this product.,0.0
"Overall: 4/5

I received these for a discount but would absolutely buy them at their current price ($30) again if i lost my current pair. These are a great option for a basic pair of bluetooth earbuds for nearly any use. I use them when i bicycle and to listen to calmijg sounds when i go to sleep.

I previously had a pair of QY7s and these QY11s offer the same quality of manufacturing as well as a number of improvements, including better range and a more sturdy feel. The sound quality is aboit the same, which is very respectable. Audiophiles would be disappointed, but for general use, i think these are perfect.

My only complaint is that the batteries are a little small, however charging the headset is quitr quick of you find they're low on battery right before you want to use them.",1.0
"I bought one for my 19 year old daughter and one for my 30 year old son.  They both loved it.
Great quality and loud sound.",1.0
"Doesn't work as advertised. Customer service offered me 10% to upgrade to next version, which came out after 6 months after I bought it. Please.",0.0
My cell phone GPS had been failing.  Rather then get a new cell phone I looked for a GPS receiver.  Others were priced over 50 a went with this a it works perfect.  Just downloaded a Bluetooth GPS app in play store and it worked perfect.  Also one thing to know is default pin for device is. 0000.  Didn't come with any instructions.,1.0
"razor sharp and good colors as long as you are looking directly in front. looking from side or up or down it looks like a color filter over it. but if you sit in front as most do with computers there are no issues. very happy with purchase and good price

Every time i look at it i have a smile.",1.0
"I bought this bag in preparation for a trip I was taking to Colorado.  Now... I didn't buy it to pack up my cameras.  What I needed was a small bag, small enough to fit under the airplane seat, big enough to hold all my essential electronics, and in a protective case.  this  camera bag fit the bill.  What I packed:
1. Motorola Xoom 10"" tablet
2. Sony ereader
3. Garmin portable GPS with bean bag holder
4. Headphones
5. AC converters for all the above
6. Cell phone, wallet, keys
7. Boarding passes
8. Miscellaneous printed maps
9. Hat
All the above fit after I removed the adjustable dividers.  Without the dividers, the bag is just a rectangular shaped tote bag.  The price was as good as, or better, than a similar sized under-seat tote bag.  This just worked great for me.",1.0
Has been working very well since i replaced with this replacement. I'll be buying more in the near future to have as back ups.,1.0
I bought this specifically because I need a small reliable drive to keep on my keychain.  I use this thing almost daily and it's never had a single probelem.,1.0
Works perfectly with my Brother PT-D210 label maker. I haven't had any issues with it this far.,1.0
"The material seemed nice, but it didn't fit my MacBook -- even though the model I own matched the model listed in the item description.",0.0
"Works fine.  Keyboard feel a bit smaller than I had expected.  Fingers feel awkward, and will take getting used to if you type on full size keys.  But it is very small and very portable.  After a few weeks, it definitely gets more comfortable.",1.0
"I bought this camera for my son. Was he disappointed. This camera died in 4 months.  It would not take any more photos. I went to  Amazon to check and see if I can return it and get a refund. There is no warranty on this camera ( No International warranty, what ever what that means. I junked the piece of crap. I bought a Canon 170 IS and wow it works like a champ! Buyer be aware!",0.0
"I gave it one star because -10 wasn't an option. So I was all excited to get this for my non computer savvy family for Christmas. I ordered it two weeks before the holidays. I was told if I paid the overnight shipping I would get it next day. I ended up giving them a picture as a gift, even though I was told I would get it, nothing came. It is now January and I'm being told it is backordered and they have no idea when it is coming. Besides customer service being rude and out right mean. I called for hours without getting through as well as being on hold for half an hour. I want my money back! Shame on you Ceiva.  BUYER BEWARE! DON'T BUY A CEIVA!",0.0
This is fabulous. For it really fast. It is nice and long. Great quality. Super great.,1.0
"Plugged it in, in London and it totally fried both the adapter and the outlet circuit I'd plugged into it. smoke came out of it with a burnt electrical smell. DO NOT BUY IT!!!",0.0
"As stated by Leroy the only issue with this cable is the seller doesn't provide a diagram for soldering the microphone wires and the wire colors do not match the OEM colors.  Also, the connector to the Webcam is not the same size as the OEM connector so either you have to know how to swap the connectors or you have to splice the wires and solder the OEM connector on.

This in my opinion is not a good OEM replacement!  Look around on the internet and you will find Acer OEM cables with the microphone already soldered on and the connector will fit the webcam for $19.99.",0.0
"It came with everything I needed and I replaced the screen myself within a couple of hours, exactly what I wanted.",1.0
"Picked up just 13 channels, no matter where I placed it. We live in a ranch-style house in a community of similar houses. There are no highrise buildings around to interfere with the signal. So back in the box it goes for the return trip. Looks like we won't be cutting the cable cord anytime soon.",0.0
"I use this lens on a cv r4m.  The focus doesn't seem to throw very smoothly on this camera. I don't know if it's that my camera is bad or that it's common.  The lens is solid zeiss quality and the images produced are what is to be expected, sharp and contrast. I suppose that if you are considering buying this lens, that you've already done your research. I mainly wanted to comment on this lens's pairing with the r4m.",1.0
Works great...... don't leave it in your pocket though. It doesn't go through the wash well.,1.0
Not a whole lot to say. It is plugged into the back of my desktop to receive automatic backups. I won't know I shouldn't have given it a five-star rating until I really need to back up my system and it doesn't work.,1.0
"This battery did not fit my older wireless Sennheisers which take a BA151.  Some red tape to return, but seller did refund.",0.0
Works fine do far and I like not having to and unplug various components.  Picture and sound seems unchanged.,1.0
"The drive has worked great for 3 months.  Pretty solid speed.  It's slowed a bit over time, but it is still fast.  The sata connector is cheap and flimsy, it broke off very, very easily.  I have a lose sata connector now so that's why I'm giving it 2 stars.",0.0
"Instructions aren't too clear and I was a little confused at first on how to  wall mount it. Took a little common sense on my part, just remove the existing screw and keep the wall plate (I took it out at first and had a hole with the inner hardware exposed). Screws in nicely and I love that my 2 outlet is now 6!",1.0
Worked fine for about 4 weeks then no output. Checked with voltmeter and no voltage is being output. Poor quality product. Would not buy again.,0.0
"After 1 year of use, it started to show wear in the corners. I am using it moderately, sits on my desk, on my work place carpet floor and on home carpet floor. The leather doesn't look like a real leather comparing to my previous case which lasted 10 years.",0.0
"Customer support (Cathy) via email is very responsive. It is rewarding to have this set up so my mom can enjoy photos easily sent via email from her children, grandchildren, and siblings.",1.0
"For that price, I think is a good choice, but I used it for only 3 times (diving) & my camera came a little bit wet...  I cant afford of using it any more... :(
(I used it no more than 1 meter from de surface) Maybe for taking pictures under the rain could be good!",0.0
"This viewer, on 2x AA batteries, was mission perfect for categorizing about 1000 family slides for photolab slide-to-CD scanning.  Roundhouse guess, about 150 slides and hour.  Tough to beat.",1.0
"Lens error message

what a shame after 8 months.
took great pictures, video was okay
I would recommend insurance of some kind.",0.0
"I have to use dictation to type software, because I have multiple sclerosis.  This headset is the best of many I have tried.  The USB connection is far superior to a headset that plugs into your sound card.  I have fewer corrections to make.  It works flawlessly, and is built sturdily.  Finally, with this headphone my software works like it is supposed to work.

Most important of all!  Tech support is 100% gold medal.  Prompt and personal backing for their product.",1.0
"Keeps my Mac Air light. Just wanted to make it a different color so I could tell mine from the others in the house.
Perfect.",1.0
"This adapter is for using when you are not in your car but want to charge the battery.  The new Garmin devices have a battery that needs to be charged in a relative short time.  The USB connector to the computer does NOT charge the device.  I ran into trouble when I was loading a bunch of way-points  and trips for a several day journey and the battery ran out.  Now, I use this  to pre-charge the GPS before connecting it to the computer and doing work on it.",1.0
"A little ghetto on the connections, wrapped the connections in electrical tape, but the color is great, and the magnets are great.",1.0
I was surprised to see this does not fit the Canon Rebel XTI as advertised.  I will be sending it back.,0.0
There is no review required for SanDisk. Its just the best. The last one I brought was 3 years ago and still works perfect. This one will work forever too.,1.0
"Perhaps this product at best is hit or miss. Should have known the 36 db amplification claim was too good to be true. Too many cheaply made items are like this; they have a high failure rate, and are likely untested at the factory. First let me state that I have a strong background in home theater and work as a computer/computer network tech. When I hooked the 'amp' up it not only did not amplify, but attenuated the signals (VHF) it was supposed to amplify the most! Specifically, it blocked channels that came in clear before. For strong analog signals (on cable), the amp should have caused bleeding in some of the colors when turned all the way up--36db should provide significant amplification. It had absolutely no effect on those channels. Thus, I am returning the item for a refund, and suggest you stick with the some of the better inline amps, even though they cost more.",0.0
After hours of running wires and making connections...no signal.  Turns out one of the 6 ports was bad as determined by the continuity tester I had to purchase.,0.0
GLAD TO MAKE MY CUSTMER HAPPY AS THIS CONTROLLED THE WATER LEVEL FOR THE CITY WATER TANK,1.0
lint EVERYWHERE... I was STUNNED when I opened the package and watched white pieces of lint drop all over my desk!,0.0
"My husband was very impressed with the quality of this case.  He has purchased others that he did not like as well. Love the option to mount it on the wall.

Would purchase this again.",1.0
Great Sound for a small device as this. This is my very first BT speaker and it has passed with flying colors. Set was easy. Great battery life. Over all a good buy for the most affordable price.,1.0
Product failed in two months only one ear bud works now. Sound quality is great but poor quality control. Monster will not honor warranty because seller is not qualified.,0.0
It doesn't have very detailed instructions and I think that is why I can't give it more stars. It has a lot of functions but I'm not sure what the beeps and lights are telling me. It does work well if you know what you are doing and how to work it.,0.0
"9 months is how long these have lasted me.  Starting today, the left ear bud basically doesn't work. I can get it to sometimes make some noise when I get the cord in the exact correct location.

The tips that are provided do not fit my ears properly.  I suggested these exact ear buds to 2 other people & they both said the same thing about the tips.  I have never had a problem getting tips that fit my ears with other brands.  The tips are also too slippery & need something put on them so they don't slide out super easy.  They don't stay in your ear very well.  I only use them while sitting at my desk & walking around work.  If you plan to wear them doing anything halfway athletic, I suggest wearing a headband over them to hold them in place.  I also have to wear shirts that don't have collars to avoid the cord from getting hung up on the collar & pulling the buds out of my ears repeatedly.

Otherwise these are great ear buds.",0.0
"This is a set of 2 adapters. I connected one via RJ45 to a little 5 port hub and plugged it in. Then I connected one to my laptop (RJ45) and plugged it in. Ta-da, it works!  If you have (or are planning to have) more than the 2 adapters, you'll need to use included s/w to set the encryption keys for all of the adapters to be the same. Great solution for a situation -- either bad signal coverage or need for more bandwidth -- where wireless just doesn't cut it.",1.0
"GARBAGE - ABSOLUTE GARBAGE !!!!
  I would have used a STRONGER word, but this is a family show.
We have had a total of 5-NEW and ALL HAVE FAILED.
Originally bought one and it seemed nice, so we bought a 2nd.
Shortly, within 30-45 days, the 1st one failed, returned to Amazon.
Replaced, very quickly, by Amazon. At this point we had had 3-NEW.
After about 2- months, 1st one failed and then the other failed.
Called and spoke with ViewSonic, gave them serial numbers,
and they asked me to send them back, for replacement.
Received the 2-NEW one fairly quickly. At this point we had had 5-NEW.
Within 3-months both of THEM - FAILED.
Would you believe I tried to be NICE here.
ABSOLUTE CRAP - Stay away.!!!!!!!!!!!!!!!!!!!!!!!!!",0.0
First one actually arrived defective; scrolling did not work.  Amazon refunded the purchase and a new one had arrived in 2 days.  No problems with this one.  Works and looks great.,1.0
"Easy to set up, looks good, and performance so far has been great for extending my wifi to the other end of my apartment. I used an external POE injector so I only needed to route the ethernet cable to the ceiling.",1.0
"I purchase a lot of hard drives for work. This is the first one in years to die after  3 months. Fortunately, the data was backed up. But since I'm passed the very short waranty window, I'm out $300. No more G-Technology drives for me.",0.0
"Overall, this is a fantastic camera that I'm extremely pleased with.

However, I bought it to take pictures indoors without flash. I was prepared for lower quality images indoors without a flash, but the Lumix does not do nearly as well as my Canon Elph in identical lighting situations. The flash is good, but if you want a camera to shoot indoors without flash, be prepared for fairly noisy images with a lot of artifacts.",1.0
"It was impossibly hard to figure how to load playlists and then when I finely figured it out, you could not play playlists the car, even though I had USB hookup.  I sent it back and was charged a 25% restocking charge.",0.0
"The rooCase feels sturdy and securely holds my iPad Air. The stand functions work well, providing me with a variety of positions for viewing movies, Web surfing, and typing. I love it and will order the product in another color.",1.0
"I don't want to be redundant so I won't repeat everything other people are writing about simplicity and functionality. They are all true.

I have read however people saying that instead of one 32gb drive they received two 16gb flash drives. Mine came with one 32gb so maybe I just got lucky.

I'm 100% satisfied with my purchase and would recommend it to anyone looking to expand their PS4 storage.",1.0
"Very easy to set it up and install the drive(s), and I'm not the most mechanical person around.",1.0
"Watches would not transmit voice.  They would squelch, but no voice could be heard.  One of the chargers arrived broken and rattling.  After the batteries died, one of the watches wouldn't take a charge at all.  Needless to say, I requested an immediate refund after only having these for a matter of 2 hours.",0.0
Got this lens and returned it. It simply could not be used in low light situations without a tripod. I bit the bullet and got the Panasonic Lumix 35-100mm f/2.8 lensAWESOME!!!,0.0
This product arrived with a broken zipper and is not worth the money or the effort to return it. Too much of a hassle!,0.0
"I hooked these up to my Xbox 360 and Xbox One in a cabinet.  Easy to install, looks nice.  The quirk is they keep running after the systems shut down unless you manually turn them off.  I had hoped they would go on and off with the systems being hooked up to the USB connections, but they apparently keep pushing some current even when shut down.  The cords have switches, so easy to turn off manually and not big deal (and probably Microsoft's fault), just a quirk.",1.0
"<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/StarTech-com-M-2-SATA-External-SSD-Enclosure-USB-3-0-with-UASP/dp/B00T8F298Y/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">StarTech.com M.2 SATA External SSD Enclosure - USB 3.0 with UASP</a>
I purchased the M2 SATA SSD Drive several months ago and purchased the enclosure recommended by the store where I purchase the SSD.  This was a mistake as the solder to hold the USB-3 connector to the board in the enclosure failed within 3 months.  I have purchased other Startech products in the past and have never been disappointed so I purchased this enclosure.  I have it for 2 months and use it frequently with no issues.  I use the SSD drive for backup of critical files and transfer of files between my 2 laptops and occasionally use the drive as the file source for file revisions.  The SSD generates heat and the aluminum body plus the vents do a good job of dissipating this heat.  Overall I am very satisfied with the unit and realize that I should have spent the extra money in the first place to purchase a better quality SSD enclosure.",1.0
"I bought this to record Call of duty, and the picture quality i got out of it was terrible, its was almost as bad as playing with out HDMI, and less then a month later my HDPVR 2 gaming edition broke and would not connect to my computer nor would it show my ps3 on my tv. Dont waste your money, just spend $20 more and buy an Elgoto.",0.0
"Lasts about 2hrs of internet usage normal usage. Lasts like 4hrs with lid closed just playing music off the laptop. Its still to early for me to write a review though, because what REALLY matter is how long this battery will last. I'm only writing a review now because amazon sent a request for a review in my email inbox. When this battery dies I'll come back and comment again to let everyone know how long these batteries last.",1.0
"Not as solid as my previous stylus , however for the price and as many as were in the pack it was worth it.",1.0
Solves my TV needs perfectly. I get about 11 local channels so no need for cable. Everything else I want to see I can stream.,1.0
"Every bit as good as represented, out performs a whip ground plane, covers whole fm band and shows good gain. Using it 30 miles from station, and we are located in a mountain valley.",1.0
"Used unit twice,then screen froze up. E mailed Navigon support. They were supposed to get back to me within 48 hours. It has been 7 days and never heard from them. Tried to call them...impossible ,long waits many messages. Couldn't reach anyone. Mailed unit back to Tiger Direct and they gave full refund including shipping. Wouldn't consider Navigon  again. Buying a Garmin instead.",0.0
Wonderful product at reasonable  price.  This kindle cover is very well made.  The seller shipped quickly and very well done.  thankyou for a great product.,1.0
"I use it with an android box. Excellent battery life; better than expected. Buttons feel is rubbery to the touch. Pressing them feels like one of grandmas old electronics, like spongy or bumpy. Okay Track pad. Size is perfect for its purpose. Works great!. Great color variety. Well priced.",1.0
"The color is a lovely sky/sea blue and the interior is great with a removable laptop sleeve and lots of pockets and niches, still allowing room for the interminable number of books I lug from workshop to classroom. The only oddity is that the wheels sound like they're about to fall off. They *haven't* fallen off, to be clear, and look sturdy enough, but compared to today's luggage that whispers on wheels that spin 360 silently, this wheel attachment seems odious, loud, and rickety-sounding. They are detachable so perhaps that's why. Overall, a purchase I would make again.",1.0
"Don't waste your money. I got this for my 10 inch Note tablet with the port on the bottom. It will not charge while in use, the battery goes down. It was a good concept but poor performance. This cable is not for a device  that uses power.",0.0
"Literally one of the worst purchases I ever made. When it worked correctly (which was around 5% of the time) the sound was weak at best. The rest of the time it simply did not work - skipping and cutting out constantly (more skip than music), inexplicably turning off in the middle of a song, etc. It's a great idea what I really wanted to work but seriously don't waste your money on this crap.",0.0
Bought 3 of them for 3 Jeeps.  Easy to tune and well made to survive 4X4 use,1.0
"Only one flaw... the ink and pen inserts suck. It will not write like your favorite pen, however its seriously awesome in all other aspects. I was upset with the writing quality, but got over it quickly once i realized the whole point is to have everything digital. This pen has made my life easier. I bought it for work and my boss was impressed how I emailed her my notes within five minutes (as long as you write nice). I don't use the voice recording often as I like (serious legal issues if recording conversations so always get an OK before doing it). The audio recordings are superior. Highly impressed. If you are intrigued by the idea of this been... by the thing!!! It rocks.

If you curious about the notepad, it has millions of little dots on it (if you look close) and the pen has a tiny sensor near the tip where you write. Thats how it works",1.0
"How can they possibly sell this as ""LEATHER""? The only hide it comes from is the NAUGA. I know it's only $12 PLUS shipping, but seriously disappointing. I'd send it back, but then I'd have a naked Kindle and be out that amount in shipping. I'll use it until it explodes (and it won't take long), and buy a new case from a real store. If Amazon allows mis-representation of products like this, no more purchases for cases here. How come all these great reviews and no one can tell it's not REAL leather?",0.0
I was blown away by how awesome of a deal this was. My only complaint is that the remote control for the camera did not work which was a bummer but everything else was great!,1.0
"Its wonderful sound for such a low cost stereo and its fun to watch but it breaks down easily.[within 1 year]
Don't buy this item.",0.0
No instructions.  Maybe if you have changed screens before it would be simple but for a first timer go with a better one.  We threw it in the trash.,0.0
"This item just went into the garbage. It worked nicely for one year and nine months. Then, in the middle of the night we were startled awake by loud swishing sounds coming from the clock. We tried to turn it off, but it would not stop. None of the buttons would do anything. Even unplugging it didn't help. We had to actually get up from a deep sleep and take the battery out of the useless radio. For several days we tried to get it to work, to no avail. We ended up buying another brand of radio and putting this one in the garbage. This radio was expensive, compared with others and we expected that Sony would live up to its quality name. Somehow, Sony missed the mark on this item.",0.0
"This product had to be replaced within one year of purchase, and the customer service is absolutely awful.  It is almost impossible to get a response from tech support or customer service.  I've written letters to the corporate office, sent multiple e-mails, been treated rudely on the phone by a technician when I did get through to customer service, and have held for over an hour with no response from tech support.  Don't buy this product unless you are your own tech support.",0.0
"The item is as advertised, the price is great. The major problem is the item did not work as advertised. When I first got the adapter I was excited to use my headphones with a 2.5 mm jack. I tried to plug in headphones and it did not work as advertised. I did not ask for a return because it was worth my time and effort. Good Price, but very bad quality.",0.0
"Good case. A little tough putting it on at first, but after a couple of times taking it off and putting it on everything was good.",1.0
"Was offered as an add on to a device that had a camera in it, the camera did not require a card nor did it accept one but since it was a camera they just figured lats sell this dude something he doesn't need and offered it as a ""deal"".",0.0
Basic laptop case I would have like it to come in more colors with a mini booster for typing/cooling.,1.0
"I use this for whale watching.  The binocular part is decent and they are light weight which I like.  I have some more expensive higher quality binoculars but they are too heavy to hold up to my eyes for prolonged periods and they do not have a camera.  I like being able to snap pictures or video of whale breaches and tail slapping.  The quality of the pictures and video is not great but before I had this I almost never was able to capture the whale activity because by the time I got my camera up to snap a picture,  it was over.",1.0
"I would ""LIKE THE PAPER WORK FOR THE 2 YEAR REPLACEMENT PLAN"" !
THEN I WILL WRITE A REVIEW!!!",0.0
"Pros: It does what it needs to do.

Cons: Don't let the label fool you. It doesn't transfer at even close to 45 MB/s. I get anywhere from 5 MB/s to 8 MB/s. This is a card limitation, not my computer. I have a Lexar Professional SD card that is rated at 95 MB/s and I get about 85 MB/s. A full card is going to take 20-30 minutes to transfer everything to your computer.

Edit: After trying different card readers I got this working faster. For some reason it's not compatible at higher speeds with some readers.",1.0
The picture on the site was misleading. I thought that there would also be protection for the front of my iPad 2. I was most surprised to only find the back cover in the envelope when I opened it! I must say I'm disappointed... The caption should reflect that this is protection for the back only!,0.0
Excellent fit. Snug. Appears to be well made. I could not have a tablet without a case.,1.0
"Wish it were twice as big, but I am mostly satisfied. Just wish my phone itself were bigger.",1.0
"This little gem has been great.  I have an iPad 3 and it projects music and video early well. I had a small issue upon setting it up but customer service was extremely responsive and got right back to me and walked me through the set up.  It works like a charm.  I am extremely pleased with the speaker for the money and the great easel type way it supports the iPad either in horizontal or vertical.
I hope it is reliable. I have only had it a couple weeks.",1.0
I had to return do to the box would lock up and had to remove power cable and plug back in to get to work again,0.0
"This case does not have a built in screen protector. It was a gift for my mom and she is ok with it, but with a 5 year old being the one using it the most so far, I would prefer a screen protector.",1.0
I'm using the HDMI with a 4K monitor. This laptop easily gives me a beautiful screen with no mouse lag. It's also quiet and cool. This will be a desktop replacement.,1.0
This product was horrible!  This charger lasted less than TWO WEEKS and then died.  Please buy an adapter from someone else.,0.0
"Based on the pretty good reviews and the good price, I bought these when the one I've had on my camera disappeared on a bus tour.  I put the first one on and within about half an hour the elastic had come completely undone and useless.  I tried a second one.  The same thing happened.  These are poorly made and not worth your time or money.  Got a refund.",0.0
"Returned the product as the bluetooth didn't work properly.  Connection was unreliable.  It's possible we were just unlucky, but found a different product that we liked much better and worked out of the box the first time.",0.0
"Wife's laptop was indicating battery needed replacement. My pre-buy inquiry to the seller was answered promptly. Bought and installed the battery several weeks ago. Charged fine and is working fine. Also is rated about 1,000 mah more than the original.",1.0
"So far so good. Setup was as easy as it gets. This thing is nice and compact and puts out pretty decent sound. It replaced a system that was in the $700+ range, so I wasn't expecting it to match in quality, but it does a great job trying. My kids love it and we have nightly dance parties at the house, which is a must for 2 and 4 year olds.

Also, it isn't surround sound, but it does a great job picking it up a few notches from our tvs horrible sound quality. Plus a little bass is always nice.",1.0
"Had some difficulty getting the SD card to work. I figured out you have to push it into the slot VERY slowly, or else the camera did not recognize the card. Also, I would like it better if there was an option to mount the camera on the dashboard. I live in Florida, and have my windshield tinted, so I'm not able to use the suction cup as intended. My husband had to buy a cheap clamp that suction cupped to the dashboard. Other than those 2 issues (no real fault to the maker), the camera itself is good quality for the price.",1.0
"the clips started to break the third day i tried to use it i wasted 80 bucks on a bad back pack&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/ASUS-Republic-of-Gamers-Messenger-Bag-90XB0310-BBP000/dp/B01A778AVQ/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">ASUS Republic of Gamers Messenger Bag (90XB0310-BBP000)</a>",0.0
It works awesomely and makes it soo easy with its connections to work with my older systems and stream music effortlessly from my phone,1.0
"Got these for my son that uses them on his laptop and iPod.  He really likes them and uses them constantly.  The headband is easy to adjust and the ear pads are comfortable enough that you can wear them for a couple of hours without problems.  The cord is a bit on the thin side, but so far it's held up well.",1.0
"At first when I purchased this on July 22, it worked fine. I wanted to wait a bit before I wrote a review to see how it would hold up over a month.  It was a bit snug for my lighter but it didn't jiggle around  so I'm thinking that's a good thing. Today when I went to pull it out of the lighter, it came apart! The piece that attaches inside the lighter just popped off and some of it is stuck in there. I am VERY disappointed. I would have given it a higher rating if it weren't for that. #notahappycustomer",0.0
"This case is listed under ""Frequently Bought Together"" and ""Customers Who Bought This Item Also Bought"" on the Nikon COOLPIX S31 product page, but it doesn't fit that camera. (It's much too small.) Unfortunately I can't return it because I bought both for a gift for my daughter and didn't give them to her and discover it doesn't fit until after the return period had passed.",0.0
"Works great - no problems. Color is a bit different that I imagined - more of a chrome red, but still looks nice",1.0
"Hook up was simple, but in the end when everything was up & running & all lights were on &/or blinking, we did a test run & the result
was the same as without the Powerline Adapter. The online download was interupted in HD format & screen quality was as poor & when I used my wireless feed to watch Amazon online HD Videos. I will try one more time to redo the setup & then return it.",0.0
"I really like how there is a button to turn off each usb whenever we want. The buttons also light up blue on the outline when turned on, which to me is a nice feature. So far, this product has been very useful since one of my usb ports stopped working.",1.0
This outer sleeves are so much better that I thought. My record covers look brand new with that sleeves. Great quality and perfect size,1.0
"* UPDATE ~ In my last review, you can see that we were working to set up the external drive for 4-5 months, when time permitted. Finally, brought an I.T. Guy in for help. Thinking, we must be missing something and because this external drive cost us almost $80.00 !  Found out that the drive is faulty. That is the reason, we could never get it to work!! VERY FRUSTRATED AND ANGRY ON $80.00 FLUSHED DOWN THE TOILET AND THE AMOUNT OF TIME SPENT, TRYING TO GET IT TO WORK, ONLY TO FIND THAT THE DRIVE WAS A LEMON!  VERY ANNOYED! ONE WOULD EXPECT THE SELLER TO TESTED THE PRODUCT BEFORE SHIPPING TO A CUSTOMER. Based on the product we received, I would not advise anyone to purchase this drive. WISHED, WE RETURNED IMMEDIATELY, BUT DID NOT WANT TO BE ONE OF THOSE PEOPLE WHO RETURNED A PRODUCT, BASED ON OUR LACK OF KNOWLEDGE. WISHED I WOULD OF TRUSTED OUR KNOWLEDGE IMMEDIATELY. SO, SAD 

Still trying to set up after purchasing 4-5 months ago. May be that we received a defective drive?",0.0
"This was great new, but it didn't hold up to the rigor of travel. had a key pop off, and the whole middle row not working. The Slim Book is holding up much better! Great functionality tho - a must have for anyone who needs to work on the go!",0.0
This is bad product if you buy it. Item does not include Ac adapter to provide enough power sup to usb hub. I only can use 2port. Don't buy this one. Seller safe money and took Ac adapter out of product.,0.0
"I got this as a second power supply to leave at work.  I plugged it in, and my laptop said it was charging.  About an hour later I got the low battery message on my computer and had to plug the original back in.

I'm glad I didn't take this power supply on the road!",0.0
"Nice cover.....Thrive 10.1 won't fit.  The ""clamps"" aren't tall enough to encompass the tablet.

Sending it back.  Amazon is cooperating beautifully.",0.0
If you need to go all over in your city to places that you have never been to before this thing is the best ever. I have been using for about 4 months to find addresses of homes for my job. I would have to say it payed for its self just in gas savings in 2 months. you figure if you waste 30 mins a day driving around lost at 15 mpg that could be 2 gal. of gas at 4.00 a gal that could be up to $160.00 a month in wasted gas. plus it is very easy to use. like any computer you put in bad info you get out bad info.,1.0
"Even though the product description indicates that it was manufactured for a 10.1 tablet,  the case absolutely does not fit. The keyboards world's fine but I can't use it in the case worn the tablet.",0.0
cute headphones. 2.5 to be honest. vol of headphones is like one click up on the iphone. bass is not great. quality of sound is less than satisfactory. you get what you pay for.,0.0
"It can't even tell when I insert a fully discharged NiMH battery, so it will never charge it.  Makes the product worthless.",0.0
"I like the look and ease of the case and the 360 deg rotation. BUT the keyboard leaves much to be desired. My typing speed is vey fast & this keyboard demands that every key be practically ""pounded"" upon. Basically, I decided to keep it for awhile but I's a pain in the butt to type on. I'm hoping the keys will loosen up soon because I'm on the verge of returning it. Perhaps I received a a damaged keyboard? Or are they all like this? Please let me know if there is something I can do to make the keys more sensitive to the touch. It's driving me nuts!!!",0.0
"This is not a very good instrument. I guess others would have expected that you get what you pay for, but I'm disappointed that I can't really get a decent view of any slides to give my kindergartner an interest in microscopy. It's like buying a piano that cannot be tuned - worse than nothing. I actually bought a large set of slides to explore with this microscope, thinking maybe the problem was with the few sample slides that came with the microscope, but not really. It's too late to return now, so it'll probably make its way to the next yard sale for a couple of dollars with the proper caveats to spare disappointment.",0.0
"I used this battery once and then placed it in the charger, but it would not recharge.  The original battery still charges fine.  Complete junk and a wast of money.",0.0
"finds and receives digital channels. Can record programs. One hour of tv needs 5GB, quality is perfectly same as original. mts files can be viewed on pc with VLC player. On initial testing unit could not awaken my Seagate USB drive. need more test. usb can also read mp4 video, a pleasant surprise. $40 great value!",1.0
